Date,Gold Futures (COMEX) | log_return,U.S. Dollar Index | log_return,USD / JPY Exchange Rate | log_return,S&P 500 | log_return,CBOE Volatility Index | diff_1,CBOE Volatility Index | log_return,ICE BofA MOVE Index | diff_1,ICE BofA MOVE Index | log_return,WTI Crude Oil Futures | log_return,Silver Futures | log_return,Copper Futures | log_return,US 10Y Treasury Yield | diff_1,US 10Y Treasury Yield | log_return,US 3M Treasury Yield | diff_1,US 3M Treasury Yield | log_return
2006-01-02,,,,,,,,,,,,,,,
2006-01-03,,,-0.015570505731382137,,,,,,,,,,,,
2006-01-04,0.006011688398317114,-0.00782210899631825,0.0020671657579749026,0.0036659643862557716,0.22999954223632812,0.02043603237922427,1.4000015258789062,0.018922060626561037,0.004424766775113109,0.0016493866200961416,0.02212431933555423,-0.01399993896484375,-0.003208790109207296,0.06199979782104492,0.015305112299400365
2006-01-05,-0.014337232068243121,0.0021292375400954362,-0.0018947660439773788,1.5720458048537734e-05,-0.05999946594238281,-0.005290970467863883,-1.8300018310546875,-0.024806447098701556,-0.009983400531519358,-0.032720267719143714,-0.03582475790499214,0.0,0.0,0.008000373840332031,0.0019579971765807435
2006-01-06,0.025142083077098185,-0.005387860784384178,-0.013976533904489986,0.00935551838421723,-0.3100004196166992,-0.027792054431045977,-3.7399978637695312,-0.05269563572523429,0.02236310784082679,0.033818349359783145,0.007918048029291021,0.023000240325927734,0.00526623769440492,0.01699972152709961,0.004147796960829232
2006-01-09,0.01726707758008946,0.004491883232739484,0.0013104577569161312,0.003649695996218134,0.13000011444091797,0.011748902771285718,-4.220001220703125,-0.06299651701095402,-0.0111190416489813,0.011999669801748988,0.005321062960129788,0.0,0.0,0.010000228881835938,0.002431963482121993
2006-01-10,-0.008779986809739222,0.0008959775516447308,-0.0007860952247660532,-0.0003566756223530049,-0.2700004577636719,-0.024557892677380604,0.6100006103515625,0.009355188131736325,-0.0020493594184396403,-0.02915662222993808,0.005751791873975793,0.048999786376953125,0.011127578311086513,0.059999942779541016,0.01446852866897402
2006-01-11,0.008233511155416155,-0.003813418347909346,-0.001486453053138914,0.0034754974769433383,0.07999992370605469,0.007339475745370616,-1.0100021362304688,-0.015537611551284799,0.008954575673681195,0.005566724621964585,-0.011304829673895988,0.03000020980834961,0.006752267221203238,0.014999866485595703,0.003584629614677982
2006-01-12,-0.0009114940219564351,0.005044056839886426,0.003057959485620074,-0.006294004875159206,0.26000022888183594,0.02348800263350407,0.40000152587890625,0.006182423419548417,0.0,0.0,-0.0037191567360976823,-0.048000335693359375,-0.01082562117880738,0.013000011444091797,0.0030963491924200903
2006-01-13,0.014125530144642953,-0.006168393316155891,-0.0035831022424916022,0.0012044488366576883,0.029999732971191406,0.002674966716629901,0.0,0.0,-0.00031284934190584904,0.011590227806224557,0.009733522116034713,-0.059999942779541016,-0.01369883168128035,0.014999866485595703,0.003560803049015093
2006-01-16,0.0,0.0,0.007848662513524002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-17,-0.004866978821920051,0.004601878669458195,0.004031095675187275,-0.0036412090379517445,0.6800003051757812,0.058789642567683056,-1.4000015258789062,-0.021807741322629245,0.036708405750723365,-0.010147892395239808,0.0004611148550129667,-0.018000125885009766,-0.004146545112272897,0.012000083923339844,0.0028395864797117476
2006-01-18,-0.017683464865657073,-0.0004480389228750342,-0.0028157175701913977,-0.0039049429830878084,0.3400001525878906,0.028147566435273004,3.0500030517578125,0.04691368479908998,-0.008785185215662293,-0.022422549406113153,0.00046101219641515184,0.008000373840332031,0.0018451052060408282,0.015000343322753906,0.0035382377190822183
2006-01-19,0.026677948565968546,0.0014553291380014308,0.0020800654193139203,0.0055482532633199955,-0.2700004577636719,-0.02228738251409054,-0.31000518798828125,-0.004669112870588248,0.016596615574629,0.02662646675934504,-0.006472596551630902,0.03900003433227539,0.008946047234029857,-0.005000114440917969,-0.0011780221063529732
2006-01-20,-0.008813843020928866,-0.004934432468643374,-0.0019933564712801533,-0.018496322409992532,2.580000877380371,0.19503951711172224,-0.04000091552734375,-0.0006040609832467886,0.022489431923796148,-0.01984673228604634,-0.0121325727097741,-0.018000125885009766,-0.004119027648534662,0.009999752044677734,0.0023545459651209298
2006-01-23,0.008634678302978146,-0.011305943318370109,-0.006964382896226535,0.001845283766660529,-0.630000114440918,-0.044233261888844494,1.5200042724609375,0.02270115844677382,-0.003664350096446645,0.016307734049045838,0.005851302430558309,-0.004000186920166016,-0.000917684613592537,-0.004999637603759766,-0.0011765238587679967
2006-01-24,-0.0010752251679938705,0.0012499361184721404,0.004967111336734141,0.002402548411444657,-0.619999885559082,-0.04552914576607973,-0.220001220703125,-0.003253977412190488,-0.015389486117236154,0.017244602319090745,0.01390519399008077,0.03299999237060547,0.007545478431059722,0.04799985885620117,0.011238670670556887
2006-01-25,0.008036474901724794,0.003061448883486325,0.006325533289985098,-0.001722218211682101,-0.4400005340576172,-0.033616651217476375,4.6999969482421875,0.06731240575218171,-0.018208299614536533,0.030246894522857396,0.020952716400135397,0.08900022506713867,0.020070630991827938,0.012000083923339844,0.0027900700715979792
2006-01-26,-0.004456732478132737,0.003277775277400243,0.004481643956686134,0.007208907535489939,-0.4499998092651367,-0.03559093006780461,2.7100067138671875,0.036847438215913624,0.006207024094622287,0.01040526237475559,0.005842718644246936,0.043999671936035156,0.009775610539313953,0.024999618530273438,0.005787634793522563
2006-01-27,-0.0017882693931738458,0.007867826791156378,0.00949984121351397,0.007734014372505559,-0.4499998092651367,-0.03690454077010976,-1.2100067138671875,-0.016284684059129546,0.02238565275835108,0.00020908050567954468,0.02871224574994676,-0.019999980926513672,-0.004431645172791235,0.005000114440917969,0.0011535621604827808
2006-01-30,0.012627958978556115,0.0011189267735189554,0.0018721919918667583,0.001144431617966672,0.4200000762939453,0.03448618147266338,1.9500045776367188,0.026114702617158127,0.008669458975245946,0.01802595049228298,-0.027368752002330823,0.032000064849853516,0.007081256888249769,0.005000114440917969,0.0011522329879604784
2006-01-31,0.00879822692420206,-0.005157530117996549,-0.002639129677077292,-0.003983980099300531,0.5599994659423828,0.044206050066269625,-1.9500045776367188,-0.026114702617157995,-0.006311025801367873,0.01123039975660623,0.000447501543454398,-0.007999897003173828,-0.0017655924210639978,0.0279998779296875,0.006427909706429946
2006-02-01,-0.0024556464960936867,0.0061635545378549445,0.0056103824952730775,0.0018575363851853091,-0.5900001525878906,-0.04663034916436331,-0.899993896484375,-0.012286760665060379,-0.02022675521092914,-0.009179070035879174,0.01045730514330611,0.03399991989135742,0.007482411793568983,-0.007999897003173828,-0.0018323177637963172
2006-02-02,0.005429517707636293,-0.0015652886226703475,0.0046091644914884435,-0.009102005775588267,0.869999885559082,0.0680215192738126,-0.660003662109375,-0.00910733010765042,-0.028651720406024754,0.00856969470226213,0.02599817759914627,0.0,0.0,0.0,0.0
2006-02-03,-0.008948170025688186,0.005801607669317835,0.003159161043891046,-0.005373019460362076,-0.26999950408935547,-0.02061924965886708,-3.4000015258789062,-0.04827742667001523,0.010611440213431505,-0.01164826942698423,-0.00021566429390981116,-0.0279998779296875,-0.0061578990172470715,0.0,0.0
2006-02-06,0.00492263248419747,0.004440028663916028,0.0015128621633858762,0.000782894973074496,0.07999992370605469,0.006153859705557772,-1.4399948120117188,-0.021170958348458696,-0.0039853230176470494,-0.00020555608261310158,0.007949274300138094,0.012000083923339844,0.0026437741401548823,-0.014999866485595703,-0.003444685067687155
2006-02-07,-0.03425238873398954,-0.000553958382259205,-0.011317657296150608,-0.008127666010110246,0.5500001907348633,0.04131268581788044,0.7399978637695312,0.010935498987117947,-0.03151587582163773,-0.03642851785001586,-0.02119457647737689,0.021999835968017578,0.004828770575766614,0.034999847412109375,0.008019254120809248
2006-02-08,-0.0016347736526383654,0.0021033100501252583,0.0064346551959273135,0.008625561733288215,-0.7600002288818359,-0.05754806670998827,1.9599990844726562,0.02839946106597589,-0.00859605608564638,0.0037243828387351473,-0.003284046058854915,0.0279998779296875,0.0061121951559528894,0.010000228881835938,0.002279515163161134
2006-02-09,0.025840348089440524,-0.0015493516678661923,0.00185498555327522,-0.0014785903687121538,0.28999996185302734,0.022351602112294172,1.4000015258789062,0.01980264866703252,0.0011184741255186963,0.02340941187343994,0.012639106562752427,-0.053999900817871094,-0.011821482393337168,0.004999637603759766,0.0011377035211085859
2006-02-10,-0.02565851291270832,0.0028754955726414686,-0.007440613088091132,0.002536747815164882,-0.25,-0.019238762077344998,1.0,0.013908429750954384,-0.012534292094536222,-0.029268316121114118,-0.036608252423943964,0.039999961853027344,0.00877005467429452,0.028000354766845703,0.006347868670574988
